surah,ayah,word_pos,arabic_form,verb_kind,speaker,verse_sahih
6,12,7,qul,qul,GOD->Muhammad (Qul),"Say, ""To whom belongs whatever is in the heavens and earth?"" Say, ""To Allah."" He has decreed upon Himself mercy. He will surely assemble you for the Day of Resurrection, about which there is no doubt. Those who will lose themselves [that Day] do not believe."
6,14,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Is it other than Allah I should take as a protector, Creator of the heavens and the earth, while it is He who feeds and is not fed?"" Say, [O Muhammad], ""Indeed, I have been commanded to be the first [among you] who submit [to Allah] and [was commanded], 'Do not ever be of the polytheists.' """
6,14,13,qulo,qul,GOD->Muhammad (Qul),"Say, ""Is it other than Allah I should take as a protector, Creator of the heavens and the earth, while it is He who feeds and is not fed?"" Say, [O Muhammad], ""Indeed, I have been commanded to be the first [among you] who submit [to Allah] and [was commanded], 'Do not ever be of the polytheists.' """
6,15,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Indeed I fear, if I should disobey my Lord, the punishment of a tremendous Day."""
6,19,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""What thing is greatest in testimony?"" Say, ""Allah is witness between me and you. And this Qur'an was revealed to me that I may warn you thereby and whomever it reaches. Do you [truly] testify that with Allah there are other deities?"" Say, ""I will not testify [with you]."" Say, ""Indeed, He is bu"
6,19,6,quli,qul,GOD->Muhammad (Qul),"Say, ""What thing is greatest in testimony?"" Say, ""Allah is witness between me and you. And this Qur'an was revealed to me that I may warn you thereby and whomever it reaches. Do you [truly] testify that with Allah there are other deities?"" Say, ""I will not testify [with you]."" Say, ""Indeed, He is bu"
6,19,26,qul,qul,GOD->Muhammad (Qul),"Say, ""What thing is greatest in testimony?"" Say, ""Allah is witness between me and you. And this Qur'an was revealed to me that I may warn you thereby and whomever it reaches. Do you [truly] testify that with Allah there are other deities?"" Say, ""I will not testify [with you]."" Say, ""Indeed, He is bu"
6,19,29,qulo,qul,GOD->Muhammad (Qul),"Say, ""What thing is greatest in testimony?"" Say, ""Allah is witness between me and you. And this Qur'an was revealed to me that I may warn you thereby and whomever it reaches. Do you [truly] testify that with Allah there are other deities?"" Say, ""I will not testify [with you]."" Say, ""Indeed, He is bu"
6,22,5,naquwlu,naqulu,GOD (We say),"And [mention, O Muhammad], the Day We will gather them all together; then We will say to those who associated others with Allah, ""Where are your 'partners' that you used to claim [with Him]?"""
6,23,7,qaAlu,qalu,UNCLASSIFIED,"Then there will be no [excuse upon] examination except they will say, ""By Allah, our Lord, we were not those who associated."""
6,25,25,yaquwlu,yaqulu,UNCLASSIFIED,"And among them are those who listen to you, but We have placed over their hearts coverings, lest they understand it, and in their ears deafness. And if they should see every sign, they will not believe in it. Even when they come to you arguing with you, those who disbelieve say, ""This is not but leg"
6,27,7,qaAlu,qalu,UNCLASSIFIED,"If you could but see when they are made to stand before the Fire and will say, ""Oh, would that we could be returned [to life on earth] and not deny the signs of our Lord and be among the believers."""
6,29,1,qaAlu,qalu,UNCLASSIFIED,"And they say, ""There is none but our worldly life, and we will not be resurrected."""
6,30,7,qaAla,qala,UNCLASSIFIED,"If you could but see when they will be made to stand before their Lord. He will say, ""Is this not the truth?"" They will say, ""Yes, by our Lord."" He will [then] say, ""So taste the punishment because you used to disbelieve."""
6,30,11,qaAlu,qalu,UNCLASSIFIED,"If you could but see when they will be made to stand before their Lord. He will say, ""Is this not the truth?"" They will say, ""Yes, by our Lord."" He will [then] say, ""So taste the punishment because you used to disbelieve."""
6,30,14,qaAla,qala,UNCLASSIFIED,"If you could but see when they will be made to stand before their Lord. He will say, ""Is this not the truth?"" They will say, ""Yes, by our Lord."" He will [then] say, ""So taste the punishment because you used to disbelieve."""
6,31,12,qaAlu,qalu,UNCLASSIFIED,"Those will have lost who deny the meeting with Allah, until when the Hour [of resurrection] comes upon them unexpectedly, they will say, ""Oh, [how great is] our regret over what we neglected concerning it,"" while they bear their burdens on their backs. Unquestionably, evil is that which they bear."
6,33,6,yaquwlu,yaquluna,Disbelievers,"We know that you, [O Muhammad], are saddened by what they say. And indeed, they do not call you untruthful, but it is the verses of Allah that the wrongdoers reject."
6,37,1,qaAlu,qalu,UNCLASSIFIED,"And they say, ""Why has a sign not been sent down to him from his Lord?"" Say, ""Indeed, Allah is Able to send down a sign, but most of them do not know."""
6,37,8,qulo,qul,GOD->Muhammad (Qul),"And they say, ""Why has a sign not been sent down to him from his Lord?"" Say, ""Indeed, Allah is Able to send down a sign, but most of them do not know."""
6,40,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Have you considered: if there came to you the punishment of Allah or there came to you the Hour - is it other than Allah you would invoke, if you should be truthful?"""
6,46,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Have you considered: if Allah should take away your hearing and your sight and set a seal upon your hearts, which deity other than Allah could bring them [back] to you?"" Look how we diversify the verses; then they [still] turn away."
6,47,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Have you considered: if the punishment of Allah should come to you unexpectedly or manifestly, will any be destroyed but the wrongdoing people?"""
6,50,1,qul,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""I do not tell you that I have the depositories [containing the provision] of Allah or that I know the unseen, nor do I tell you that I am an angel. I only follow what is revealed to me."" Say, ""Is the blind equivalent to the seeing? Then will you not give thought?"""
6,50,3,>aquwlu,aqulu,Angels,"Say, [O Muhammad], ""I do not tell you that I have the depositories [containing the provision] of Allah or that I know the unseen, nor do I tell you that I am an angel. I only follow what is revealed to me."" Say, ""Is the blind equivalent to the seeing? Then will you not give thought?"""
6,50,12,>aquwlu,aqulu,Angels,"Say, [O Muhammad], ""I do not tell you that I have the depositories [containing the provision] of Allah or that I know the unseen, nor do I tell you that I am an angel. I only follow what is revealed to me."" Say, ""Is the blind equivalent to the seeing? Then will you not give thought?"""
6,50,22,qulo,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""I do not tell you that I have the depositories [containing the provision] of Allah or that I know the unseen, nor do I tell you that I am an angel. I only follow what is revealed to me."" Say, ""Is the blind equivalent to the seeing? Then will you not give thought?"""
6,53,5,yaquwlu,yaquluna,Disbelievers,"And thus We have tried some of them through others that the disbelievers might say, ""Is it these whom Allah has favored among us?"" Is not Allah most knowing of those who are grateful?"
6,54,6,qulo,qul,GOD->Muhammad (Qul),"And when those come to you who believe in Our verses, say, ""Peace be upon you. Your Lord has decreed upon Himself mercy: that any of you who does wrong out of ignorance and then repents after that and corrects himself - indeed, He is Forgiving and Merciful."""
6,56,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Indeed, I have been forbidden to worship those you invoke besides Allah."" Say, ""I will not follow your desires, for I would then have gone astray, and I would not be of the [rightly] guided."""
6,56,11,qul,qul,GOD->Muhammad (Qul),"Say, ""Indeed, I have been forbidden to worship those you invoke besides Allah."" Say, ""I will not follow your desires, for I would then have gone astray, and I would not be of the [rightly] guided."""
6,57,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Indeed, I am on clear evidence from my Lord, and you have denied it. I do not have that for which you are impatient. The decision is only for Allah. He relates the truth, and He is the best of deciders."""
6,58,1,qul,qul,GOD->Muhammad (Qul),"Say, ""If I had that for which you are impatient, the matter would have been decided between me and you, but Allah is most knowing of the wrongdoers."""
6,63,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Who rescues you from the darknesses of the land and sea [when] you call upon Him imploring [aloud] and privately, 'If He should save us from this [crisis], we will surely be among the thankful.' """
6,64,1,quli,qul,GOD->Muhammad (Qul),"Say, ""It is Allah who saves you from it and from every distress; then you [still] associate others with Him."""
6,65,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""He is the [one] Able to send upon you affliction from above you or from beneath your feet or to confuse you [so you become] sects and make you taste the violence of one another."" Look how We diversify the signs that they might understand."
6,66,6,qul,qul,GOD->Muhammad (Qul),"But your people have denied it while it is the truth. Say, ""I am not over you a manager."""
6,71,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Shall we invoke instead of Allah that which neither benefits us nor harms us and be turned back on our heels after Allah has guided us? [We would then be] like one whom the devils enticed [to wander] upon the earth confused, [while] he has companions inviting him to guidance, [calling], 'Come "
6,71,30,qulo,qul,GOD->Muhammad (Qul),"Say, ""Shall we invoke instead of Allah that which neither benefits us nor harms us and be turned back on our heels after Allah has guided us? [We would then be] like one whom the devils enticed [to wander] upon the earth confused, [while] he has companions inviting him to guidance, [calling], 'Come "
6,73,8,yaquwlu,yaqulu,UNCLASSIFIED,"And it is He who created the heavens and earth in truth. And the day He says, ""Be,"" and it is, His word is the truth. And His is the dominion [on] the Day the Horn is blown. [He is] Knower of the unseen and the witnessed; and He is the Wise, the Acquainted."
6,74,2,qaAla,qala,Abraham,"And [mention, O Muhammad], when Abraham said to his father Azar, ""Do you take idols as deities? Indeed, I see you and your people to be in manifest error."""
6,76,7,qaAla,qala,Abraham,"So when the night covered him [with darkness], he saw a star. He said, ""This is my lord."" But when it set, he said, ""I like not those that disappear."""
6,76,12,qaAla,qala,Abraham,"So when the night covered him [with darkness], he saw a star. He said, ""This is my lord."" But when it set, he said, ""I like not those that disappear."""
6,77,5,qaAla,qala,Abraham,"And when he saw the moon rising, he said, ""This is my lord."" But when it set, he said, ""Unless my Lord guides me, I will surely be among the people gone astray."""
6,77,10,qaAla,qala,Abraham,"And when he saw the moon rising, he said, ""This is my lord."" But when it set, he said, ""Unless my Lord guides me, I will surely be among the people gone astray."""
6,78,5,qaAla,qala,Abraham,"And when he saw the sun rising, he said, ""This is my lord; this is greater."" But when it set, he said, ""O my people, indeed I am free from what you associate with Allah."
6,78,12,qaAla,qala,Abraham,"And when he saw the sun rising, he said, ""This is my lord; this is greater."" But when it set, he said, ""O my people, indeed I am free from what you associate with Allah."
6,80,3,qaAla,qala,Abraham,"And his people argued with him. He said, ""Do you argue with me concerning Allah while He has guided me? And I fear not what you associate with Him [and will not be harmed] unless my Lord should will something. My Lord encompasses all things in knowledge; then will you not remember?"
6,90,7,qul,qul,GOD->Muhammad (Qul),"Those are the ones whom Allah has guided, so from their guidance take an example. Say, ""I ask of you for this message no payment. It is not but a reminder for the worlds."""
6,91,7,qaAlu,qalu,Moses,"And they did not appraise Allah with true appraisal when they said, ""Allah did not reveal to a human being anything."" Say, ""Who revealed the Scripture that Moses brought as light and guidance to the people? You [Jews] make it into pages, disclosing [some of] it and concealing much. And you were taug"
6,91,15,qulo,qul,GOD->Muhammad (Qul),"And they did not appraise Allah with true appraisal when they said, ""Allah did not reveal to a human being anything."" Say, ""Who revealed the Scripture that Moses brought as light and guidance to the people? You [Jews] make it into pages, disclosing [some of] it and concealing much. And you were taug"
6,91,38,quli,qul,GOD->Muhammad (Qul),"And they did not appraise Allah with true appraisal when they said, ""Allah did not reveal to a human being anything."" Say, ""Who revealed the Scripture that Moses brought as light and guidance to the people? You [Jews] make it into pages, disclosing [some of] it and concealing much. And you were taug"
6,93,9,qaAla,qala,Angels,"And who is more unjust than one who invents a lie about Allah or says, ""It has been inspired to me,"" while nothing has been inspired to him, and one who says, ""I will reveal [something] like what Allah revealed."" And if you could but see when the wrongdoers are in the overwhelming pangs of death whi"
6,93,17,qaAla,qala,Angels,"And who is more unjust than one who invents a lie about Allah or says, ""It has been inspired to me,"" while nothing has been inspired to him, and one who says, ""I will reveal [something] like what Allah revealed."" And if you could but see when the wrongdoers are in the overwhelming pangs of death whi"
6,93,41,taquwlu,other,Angels,"And who is more unjust than one who invents a lie about Allah or says, ""It has been inspired to me,"" while nothing has been inspired to him, and one who says, ""I will reveal [something] like what Allah revealed."" And if you could but see when the wrongdoers are in the overwhelming pangs of death whi"
6,105,4,yaquwlu,yaquluna,Disbelievers,"And thus do We diversify the verses so the disbelievers will say, ""You have studied,"" and so We may make the Qur'an clear for a people who know."
6,109,10,qulo,qul,GOD->Muhammad (Qul),"And they swear by Allah their strongest oaths that if a sign came to them, they would surely believe in it. Say, ""The signs are only with Allah."" And what will make you perceive that even if a sign came, they would not believe."
6,124,4,qaAlu,qalu,UNCLASSIFIED,"And when a sign comes to them, they say, ""Never will we believe until we are given like that which was given to the messengers of Allah."" Allah is most knowing of where He places His message. There will afflict those who committed crimes debasement before Allah and severe punishment for what they us"
6,128,10,qaAla,qala,UNCLASSIFIED,"And [mention, O Muhammad], the Day when He will gather them together [and say], ""O company of jinn, you have [misled] many of mankind."" And their allies among mankind will say, ""Our Lord, some of us made use of others, and we have [now] reached our term, which you appointed for us."" He will say, ""Th"
6,128,23,qaAla,qala,UNCLASSIFIED,"And [mention, O Muhammad], the Day when He will gather them together [and say], ""O company of jinn, you have [misled] many of mankind."" And their allies among mankind will say, ""Our Lord, some of us made use of others, and we have [now] reached our term, which you appointed for us."" He will say, ""Th"
6,130,15,qaAlu,qalu,Disbelievers,"""O company of jinn and mankind, did there not come to you messengers from among you, relating to you My verses and warning you of the meeting of this Day of yours?"" They will say, ""We bear witness against ourselves""; and the worldly life had deluded them, and they will bear witness against themselve"
6,135,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""O my people, work according to your position; [for] indeed, I am working. And you are going to know who will have succession in the home. Indeed, the wrongdoers will not succeed."
6,136,9,qaAlu,qalu,Disbelievers,"And the polytheists assign to Allah from that which He created of crops and livestock a share and say, ""This is for Allah,"" by their claim, ""and this is for our partners [associated with Him]."" But what is for their ""partners"" does not reach Allah, while what is for Allah - this reaches their ""partn"
6,138,1,qaAlu,qalu,Disbelievers,"And they say, ""These animals and crops are forbidden; no one may eat from them except whom we will,"" by their claim. And there are those [camels] whose backs are forbidden [by them] and those upon which the name of Allah is not mentioned - [all of this] an invention of untruth about Him. He will pun"
6,139,1,qaAlu,qalu,Disbelievers,"And they say, ""What is in the bellies of these animals is exclusively for our males and forbidden to our females. But if it is [born] dead, then all of them have shares therein."" He will punish them for their description. Indeed, He is Wise and Knowing."
6,143,9,qulo,qul,GOD->Muhammad (Qul),"[They are] eight mates - of the sheep, two and of the goats, two. Say, ""Is it the two males He has forbidden or the two females or that which the wombs of the two females contain? Inform me with knowledge, if you should be truthful."""
6,144,7,qulo,qul,GOD->Muhammad (Qul),"And of the camels, two and of the cattle, two. Say, ""Is it the two males He has forbidden or the two females or that which the wombs of the two females contain? Or were you witnesses when Allah charged you with this? Then who is more unjust than one who invents a lie about Allah to mislead the peopl"
6,145,1,qul,qul,GOD->Muhammad (Qul),"Say, ""I do not find within that which was revealed to me [anything] forbidden to one who would eat it unless it be a dead animal or blood spilled out or the flesh of swine - for indeed, it is impure - or it be [that slaughtered in] disobedience, dedicated to other than Allah. But whoever is forced ["
6,147,3,qul,qul,GOD->Muhammad (Qul),"So if they deny you, [O Muhammad], say, ""Your Lord is the possessor of vast mercy; but His punishment cannot be repelled from the people who are criminals."""
6,148,1,yaquwlu,yaqulu,UNCLASSIFIED,"Those who associated with Allah will say, ""If Allah had willed, we would not have associated [anything] and neither would our fathers, nor would we have prohibited anything."" Likewise did those before deny until they tasted Our punishment. Say, ""Do you have any knowledge that you can produce for us?"
6,148,23,qulo,qul,GOD->Muhammad (Qul),"Those who associated with Allah will say, ""If Allah had willed, we would not have associated [anything] and neither would our fathers, nor would we have prohibited anything."" Likewise did those before deny until they tasted Our punishment. Say, ""Do you have any knowledge that you can produce for us?"
6,149,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""With Allah is the far-reaching argument. If He had willed, He would have guided you all."""
6,150,1,qulo,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""Bring forward your witnesses who will testify that Allah has prohibited this."" And if they testify, do not testify with them. And do not follow the desires of those who deny Our verses and those who do not believe in the Hereafter, while they equate [others] with their Lord."
6,151,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Come, I will recite what your Lord has prohibited to you. [He commands] that you not associate anything with Him, and to parents, good treatment, and do not kill your children out of poverty; We will provide for you and them. And do not approach immoralities - what is apparent of them and what"
6,152,22,qulo,other,UNCLASSIFIED,"And do not approach the orphan's property except in a way that is best until he reaches maturity. And give full measure and weight in justice. We do not charge any soul except [with that within] its capacity. And when you testify, be just, even if [it concerns] a near relative. And the covenant of A"
6,156,2,taquwlu,other,UNCLASSIFIED,"[We revealed it] lest you say, ""The Scripture was only sent down to two groups before us, but we were of their study unaware,"""
6,157,2,taquwlu,other,UNCLASSIFIED,"Or lest you say, ""If only the Scripture had been revealed to us, we would have been better guided than they."" So there has [now] come to you a clear evidence from your Lord and a guidance and mercy. Then who is more unjust than one who denies the verses of Allah and turns away from them? We will rec"
6,158,34,quli,qul,GOD->Muhammad (Qul),Do they [then] wait for anything except that the angels should come to them or your Lord should come or that there come some of the signs of your Lord? The Day that some of the signs of your Lord will come no soul will benefit from its faith as long as it had not believed before or had earned throug
6,161,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Indeed, my Lord has guided me to a straight path - a correct religion - the way of Abraham, inclining toward truth. And he was not among those who associated others with Allah."""
6,162,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Indeed, my prayer, my rites of sacrifice, my living and my dying are for Allah, Lord of the worlds."
6,164,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Is it other than Allah I should desire as a lord while He is the Lord of all things? And every soul earns not [blame] except against itself, and no bearer of burdens will bear the burden of another. Then to your Lord is your return, and He will inform you concerning that over which you used to"
7,5,9,qaAlu,qalu,Disbelievers,"And their declaration when Our punishment came to them was only that they said, ""Indeed, we were wrongdoers!"""
7,11,6,qulo,qulna,GOD (We said),"And We have certainly created you, [O Mankind], and given you [human] form. Then We said to the angels, ""Prostrate to Adam""; so they prostrated, except for Iblees. He was not of those who prostrated."
7,12,1,qaAla,qala,Iblis/Satan,"[Allah] said, ""What prevented you from prostrating when I commanded you?"" [Satan] said, ""I am better than him. You created me from fire and created him from clay."""
7,12,8,qaAla,qala,Iblis/Satan,"[Allah] said, ""What prevented you from prostrating when I commanded you?"" [Satan] said, ""I am better than him. You created me from fire and created him from clay."""
7,13,1,qaAla,qala,Iblis/Satan,"[Allah] said, ""Descend from Paradise, for it is not for you to be arrogant therein. So get out; indeed, you are of the debased."
7,14,1,qaAla,qala,Iblis/Satan,"[Satan] said, ""Reprieve me until the Day they are resurrected."""
7,15,1,qaAla,qala,Iblis/Satan,"[Allah] said, ""Indeed, you are of those reprieved."""
7,16,1,qaAla,qala,Iblis/Satan,"[Satan] said, ""Because You have put me in error, I will surely sit in wait for them on Your straight path."
7,18,1,qaAla,qala,Iblis/Satan,"[Allah] said, ""Get out of Paradise, reproached and expelled. Whoever follows you among them - I will surely fill Hell with you, all together."""
7,20,11,qaAla,qala,Iblis/Satan,"But Satan whispered to them to make apparent to them that which was concealed from them of their private parts. He said, ""Your Lord did not forbid you this tree except that you become angels or become of the immortal."""
7,22,22,>aqul,aqulu,Iblis/Satan,"So he made them fall, through deception. And when they tasted of the tree, their private parts became apparent to them, and they began to fasten together over themselves from the leaves of Paradise. And their Lord called to them, ""Did I not forbid you from that tree and tell you that Satan is to you"
7,23,1,qaAla,other,Iblis/Satan,"They said, ""Our Lord, we have wronged ourselves, and if You do not forgive us and have mercy upon us, we will surely be among the losers."""
7,24,1,qaAla,qala,Iblis/Satan,"[Allah] said, ""Descend, being to one another enemies. And for you on the earth is a place of settlement and enjoyment for a time."""
7,25,1,qaAla,qala,Iblis/Satan,"He said, ""Therein you will live, and therein you will die, and from it you will be brought forth."""
7,28,4,qaAlu,qalu,Iblis/Satan,"And when they commit an immorality, they say, ""We found our fathers doing it, and Allah has ordered us to do it."" Say, ""Indeed, Allah does not order immorality. Do you say about Allah that which you do not know?"""
7,28,11,qulo,qul,GOD->Muhammad (Qul),"And when they commit an immorality, they say, ""We found our fathers doing it, and Allah has ordered us to do it."" Say, ""Indeed, Allah does not order immorality. Do you say about Allah that which you do not know?"""
7,28,17,taquwlu,other,Iblis/Satan,"And when they commit an immorality, they say, ""We found our fathers doing it, and Allah has ordered us to do it."" Say, ""Indeed, Allah does not order immorality. Do you say about Allah that which you do not know?"""
7,29,1,qulo,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""My Lord has ordered justice and that you maintain yourselves [in worship of Him] at every place [or time] of prostration, and invoke Him, sincere to Him in religion."" Just as He originated you, you will return [to life] -"
7,32,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Who has forbidden the adornment of Allah which He has produced for His servants and the good [lawful] things of provision?"" Say, ""They are for those who believe during the worldly life [but] exclusively for them on the Day of Resurrection."" Thus do We detail the verses for a people who know."
7,32,12,qulo,qul,GOD->Muhammad (Qul),"Say, ""Who has forbidden the adornment of Allah which He has produced for His servants and the good [lawful] things of provision?"" Say, ""They are for those who believe during the worldly life [but] exclusively for them on the Day of Resurrection."" Thus do We detail the verses for a people who know."
7,33,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""My Lord has only forbidden immoralities - what is apparent of them and what is concealed - and sin, and oppression without right, and that you associate with Allah that for which He has not sent down authority, and that you say about Allah that which you do not know."""
7,33,24,taquwlu,other,UNCLASSIFIED,"Say, ""My Lord has only forbidden immoralities - what is apparent of them and what is concealed - and sin, and oppression without right, and that you associate with Allah that for which He has not sent down authority, and that you say about Allah that which you do not know."""
7,37,21,qaAlu,qalu,Disbelievers,"And who is more unjust than one who invents about Allah a lie or denies His verses? Those will attain their portion of the decree until when Our messengers come to them to take them in death, they will say, ""Where are those you used to invoke besides Allah?"" They will say, ""They have departed from u"
7,37,29,qaAlu,qalu,Disbelievers,"And who is more unjust than one who invents about Allah a lie or denies His verses? Those will attain their portion of the decree until when Our messengers come to them to take them in death, they will say, ""Where are those you used to invoke besides Allah?"" They will say, ""They have departed from u"
7,38,1,qaAla,qala,Disbelievers,"[Allah] will say, ""Enter among nations which had passed on before you of jinn and mankind into the Fire."" Every time a nation enters, it will curse its sister until, when they have all overtaken one another therein, the last of them will say about the first of them ""Our Lord, these had misled us, so"
7,38,24,qaAlato,qalat,Disbelievers,"[Allah] will say, ""Enter among nations which had passed on before you of jinn and mankind into the Fire."" Every time a nation enters, it will curse its sister until, when they have all overtaken one another therein, the last of them will say about the first of them ""Our Lord, these had misled us, so"
7,38,35,qaAla,qala,Disbelievers,"[Allah] will say, ""Enter among nations which had passed on before you of jinn and mankind into the Fire."" Every time a nation enters, it will curse its sister until, when they have all overtaken one another therein, the last of them will say about the first of them ""Our Lord, these had misled us, so"
7,39,1,qaAlato,qalat,Disbelievers,"And the first of them will say to the last of them, ""Then you had not any favor over us, so taste the punishment for what you used to earn."""
7,43,11,qaAlu,qalu,People of Paradise,"And We will have removed whatever is within their breasts of resentment, [while] flowing beneath them are rivers. And they will say, ""Praise to Allah, who has guided us to this; and we would never have been guided if Allah had not guided us. Certainly the messengers of our Lord had come with the tru"
7,44,19,qaAlu,qalu,Disbelievers,"And the companions of Paradise will call out to the companions of the Fire, ""We have already found what our Lord promised us to be true. Have you found what your Lord promised to be true?"" They will say, ""Yes."" Then an announcer will announce among them, ""The curse of Allah shall be upon the wrongdo"
7,47,7,qaAlu,qalu,People of Paradise,"And when their eyes are turned toward the companions of the Fire, they say, ""Our Lord, do not place us with the wrongdoing people."""
7,48,7,qaAlu,qalu,People of Hell,"And the companions of the Elevations will call to men [within Hell] whom they recognize by their mark, saying, ""Of no avail to you was your gathering and [the fact] that you were arrogant."""
7,50,15,qaAlu,qalu,Disbelievers,"And the companions of the Fire will call to the companions of Paradise, ""Pour upon us some water or from whatever Allah has provided you."" They will say, ""Indeed, Allah has forbidden them both to the disbelievers."""
7,53,8,yaquwlu,yaqulu,Disbelievers,"Do they await except its result? The Day its result comes those who had ignored it before will say, ""The messengers of our Lord had come with the truth, so are there [now] any intercessors to intercede for us or could we be sent back to do other than we used to do?"" They will have lost themselves, a"
7,59,6,qaAla,qala,Noah,"We had certainly sent Noah to his people, and he said, ""O my people, worship Allah; you have no deity other than Him. Indeed, I fear for you the punishment of a tremendous Day."
7,60,1,qaAla,qala,Noah,"Said the eminent among his people, ""Indeed, we see you in clear error."""
7,61,1,qaAla,qala,Noah,"[Noah] said, ""O my people, there is not error in me, but I am a messenger from the Lord of the worlds."""
7,65,5,qaAla,qala,Hud,"And to the 'Aad [We sent] their brother Hud. He said, ""O my people, worship Allah; you have no deity other than Him. Then will you not fear Him?"""
7,66,1,qaAla,qala,Hud,"Said the eminent ones who disbelieved among his people, ""Indeed, we see you in foolishness, and indeed, we think you are of the liars."""
7,67,1,qaAla,qala,Hud,"[Hud] said, ""O my people, there is not foolishness in me, but I am a messenger from the Lord of the worlds."""
7,70,1,qaAlu,qalu,Noah,"They said, ""Have you come to us that we should worship Allah alone and leave what our fathers have worshipped? Then bring us what you promise us, if you should be of the truthful."""
7,71,1,qaAla,qala,Hud,"[Hud] said, ""Already have defilement and anger fallen upon you from your Lord. Do you dispute with me concerning [mere] names you have named them, you and your fathers, for which Allah has not sent down any authority? Then wait; indeed, I am with you among those who wait."""
7,73,5,qaAla,qala,Salih,"And to the Thamud [We sent] their brother Salih. He said, ""O my people, worship Allah; you have no deity other than Him. There has come to you clear evidence from your Lord. This is the she-camel of Allah [sent] to you as a sign. So leave her to eat within Allah 's land and do not touch her with har"
7,75,1,qaAla,qala,Salih,"Said the eminent ones who were arrogant among his people to those who were oppressed - to those who believed among them, ""Do you [actually] know that Salih is sent from his Lord?"" They said, ""Indeed we, in that with which he was sent, are believers."""
7,75,18,qaAlu,qalu,Salih,"Said the eminent ones who were arrogant among his people to those who were oppressed - to those who believed among them, ""Do you [actually] know that Salih is sent from his Lord?"" They said, ""Indeed we, in that with which he was sent, are believers."""
7,76,1,qaAla,qala,Salih,"Said those who were arrogant, ""Indeed we, in that which you have believed, are disbelievers."""
7,77,7,qaAlu,qalu,Salih,"So they hamstrung the she-camel and were insolent toward the command of their Lord and said, ""O Salih, bring us what you promise us, if you should be of the messengers."""
7,79,3,qaAla,qala,Salih,"And he turned away from them and said, ""O my people, I had certainly conveyed to you the message of my Lord and advised you, but you do not like advisors."""
7,80,3,qaAla,qala,Lot,"And [We had sent] Lot when he said to his people, ""Do you commit such immorality as no one has preceded you with from among the worlds?"
7,82,7,qaAlu,qalu,Lot,"But the answer of his people was only that they said, ""Evict them from your city! Indeed, they are men who keep themselves pure."""
7,85,5,qaAla,qala,Lot,"And to [the people of] Madyan [We sent] their brother Shu'ayb. He said, ""O my people, worship Allah; you have no deity other than Him. There has come to you clear evidence from your Lord. So fulfill the measure and weight and do not deprive people of their due and cause not corruption upon the earth"
7,88,1,qaAla,qala,Lot,"Said the eminent ones who were arrogant among his people, ""We will surely evict you, O Shu'ayb, and those who have believed with you from our city, or you must return to our religion."" He said, ""Even if we were unwilling?"""
7,88,18,qaAla,qala,Lot,"Said the eminent ones who were arrogant among his people, ""We will surely evict you, O Shu'ayb, and those who have believed with you from our city, or you must return to our religion."" He said, ""Even if we were unwilling?"""
7,90,1,qaAla,qala,Lot,"Said the eminent ones who disbelieved among his people, ""If you should follow Shu'ayb, indeed, you would then be losers."""
7,93,3,qaAla,qala,Lot,"And he turned away from them and said, ""O my people, I had certainly conveyed to you the messages of my Lord and advised you, so how could I grieve for a disbelieving people?"""
7,95,8,qaAlu,qalu,Lot,"Then We exchanged in place of the bad [condition], good, until they increased [and prospered] and said, ""Our fathers [also] were touched with hardship and ease."" So We seized them suddenly while they did not perceive."
7,104,1,qaAla,qala,Moses,"And Moses said, ""O Pharaoh, I am a messenger from the Lord of the worlds"
7,105,5,>aquwla,aqulu,Moses,"[Who is] obligated not to say about Allah except the truth. I have come to you with clear evidence from your Lord, so send with me the Children of Israel."""
7,106,1,qaAla,qala,Pharaoh,"[Pharaoh] said, ""If you have come with a sign, then bring it forth, if you should be of the truthful."""
7,109,1,qaAla,qala,Pharaoh,"Said the eminent among the people of Pharaoh, ""Indeed, this is a learned magician"
7,111,1,qaAlu,qalu,Pharaoh,"They said, ""Postpone [the matter of] him and his brother and send among the cities gatherers"
